code;text
S01GX01;natriumkromoglikat                                
S01GX02;levokabastin                                      
S01GX03;spagluminsyre                                     
S01GX04;nedokromil                                        
S01GX05;lodoksamid                                        
S01GX06;emedastin                                         
S01GX07;azelastin                                         
S01GX08;ketotifen                                         
S01GX09;olopatadin                                        
S01GX10;epinastin
S01GX11;alkaftadin
S01GX51;natriumkromoglikat, kombinasjoner                 
S01H;Lokalanestetika
S01HA;Lokalanestetika                                   
S01HA01;kokain                                            
S01HA02;oksybuprokain                                     
S01HA03;tetrakain                                         
S01HA04;proksymetakain                                    
S01HA05;prokain                                           
S01HA06;cinkain                                           
S01HA07;lidokain                                          
S01HA30;kombinasjoner                                     
S01J;Diagnostika
